region,site_nom,question,reponse_attendue
Pays de la Loire,Maison ou ancienne maison Trochon,"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Maison ou ancienne maison Trochon' ?",Nantes
Pays de la Loire,Maison ou ancienne maison Trochon,Où est situé 'Maison ou ancienne maison Trochon' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,Nantes
Occitanie,Eglise Saint-Sernin,Le site 'Eglise Saint-Sernin' est-il un musée ou un monument historique ?,Monument historique
Occitanie,Eglise Saint-Sernin,Quelle est la classification officielle de 'Eglise Saint-Sernin' en Occitanie ?,Monument historique
Occitanie,Eglise Saint-Sernin,'Eglise Saint-Sernin' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Auvergne-Rhône-Alpes,Eglise Saint-Victor,Quel est le numéro de département pour le site 'Eglise Saint-Victor' en Auvergne-Rhône-Alpes ?,15
Auvergne-Rhône-Alpes,Eglise Saint-Victor,A quel code départemental est rattaché le lieu 'Eglise Saint-Victor' ?,15
Auvergne-Rhône-Alpes,Eglise Saint-Victor,Donnez le numéro de département correspondant à : Eglise Saint-Victor (Auvergne-Rhône-Alpes).,15
Île-de-France,musée d'art et d'histoire Louis Senlecq,Localisation de 'musée d'art et d'histoire Louis Senlecq' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,31 Grande rue
Île-de-France,musée d'art et d'histoire Louis Senlecq,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'musée d'art et d'histoire Louis Senlecq' ?",31 Grande rue
Île-de-France,musée d'art et d'histoire Louis Senlecq,Où est situé 'musée d'art et d'histoire Louis Senlecq' (Île-de-France) ? Donnez uniquement le nom de la commune.,31 Grande rue
Guyane,Ancienne école du bourg de Remire,Quel est le numéro de département pour le site 'Ancienne école du bourg de Remire' en Guyane ?,973
Guyane,Ancienne école du bourg de Remire,A quel code départemental est rattaché le lieu 'Ancienne école du bourg de Remire' ?,973
Guyane,Ancienne école du bourg de Remire,Donnez le numéro de département correspondant à : Ancienne école du bourg de Remire (Guyane).,973
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,Localisation de 'Tour de Galeria ou de Calcinaggia ou Calcinaghja' en Corse : dans quelle commune se trouve-t-il précisément ?,"Galéria, 2B"
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Tour de Galeria ou de Calcinaggia ou Calcinaghja' ?","Galéria, 2B"
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,Où est situé 'Tour de Galeria ou de Calcinaggia ou Calcinaghja' (Corse) ? Donnez uniquement le nom de la commune.,"Galéria, 2B"
Île-de-France,Immeuble Les Chardons,Le site 'Immeuble Les Chardons' est-il un musée ou un monument historique ?,Monument historique
Île-de-France,Immeuble Les Chardons,Quelle est la classification officielle de 'Immeuble Les Chardons' en Île-de-France ?,Monument historique
Île-de-France,Immeuble Les Chardons,'Immeuble Les Chardons' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Martinique,Fontaine Gueydon,Le site 'Fontaine Gueydon' est-il un musée ou un monument historique ?,Monument historique
Martinique,Fontaine Gueydon,Quelle est la classification officielle de 'Fontaine Gueydon' en Martinique ?,Monument historique
Martinique,Fontaine Gueydon,'Fontaine Gueydon' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
La Réunion,"Cheminées de la ""Rivière Saint-Etienne""","Localisation de 'Cheminées de la ""Rivière Saint-Etienne""' en La Réunion : dans quelle commune se trouve-t-il précisément ?",route de l'Entre-Deux
La Réunion,"Cheminées de la ""Rivière Saint-Etienne""","Concernant le patrimoine de la région La Réunion, pouvez-vous nommer la ville où est situé le site 'Cheminées de la ""Rivière Saint-Etienne""' ?",route de l'Entre-Deux
La Réunion,"Cheminées de la ""Rivière Saint-Etienne""","Où est situé 'Cheminées de la ""Rivière Saint-Etienne""' (La Réunion) ? Donnez uniquement le nom de la commune.",route de l'Entre-Deux
Auvergne-Rhône-Alpes,maison du patrimoine,Le site 'maison du patrimoine' est-il un musée ou un monument historique ?,Musee
Auvergne-Rhône-Alpes,maison du patrimoine,Quelle est la classification officielle de 'maison du patrimoine' en Auvergne-Rhône-Alpes ?,Musee
Auvergne-Rhône-Alpes,maison du patrimoine,'maison du patrimoine' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Musee
Guadeloupe,Tour dite Tour du Père-Labat,Localisation de 'Tour dite Tour du Père-Labat' en Guadeloupe : dans quelle commune se trouve-t-il précisément ?,Baillif
Guadeloupe,Tour dite Tour du Père-Labat,"Concernant le patrimoine de la région Guadeloupe, pouvez-vous nommer la ville où est situé le site 'Tour dite Tour du Père-Labat' ?",Baillif
Guadeloupe,Tour dite Tour du Père-Labat,Où est situé 'Tour dite Tour du Père-Labat' (Guadeloupe) ? Donnez uniquement le nom de la commune.,Baillif
Bourgogne-Franche-Comté,Manoir de la Tuilerie,Le site 'Manoir de la Tuilerie' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Manoir de la Tuilerie,Quelle est la classification officielle de 'Manoir de la Tuilerie' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Manoir de la Tuilerie,'Manoir de la Tuilerie' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Grand Est,Eglise de Longwy-haut,Quel est le numéro de département pour le site 'Eglise de Longwy-haut' en Grand Est ?,54
Grand Est,Eglise de Longwy-haut,A quel code départemental est rattaché le lieu 'Eglise de Longwy-haut' ?,54
Grand Est,Eglise de Longwy-haut,Donnez le numéro de département correspondant à : Eglise de Longwy-haut (Grand Est).,54
Grand Est,Pont sur le Landbach,Quel est le numéro de département pour le site 'Pont sur le Landbach' en Grand Est ?,57
Grand Est,Pont sur le Landbach,A quel code départemental est rattaché le lieu 'Pont sur le Landbach' ?,57
Grand Est,Pont sur le Landbach,Donnez le numéro de département correspondant à : Pont sur le Landbach (Grand Est).,57
Guadeloupe,"Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François","Localisation de 'Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François' en Guadeloupe : dans quelle commune se trouve-t-il précisément ?","Basse-Terre, 971"
Guadeloupe,"Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François","Concernant le patrimoine de la région Guadeloupe, pouvez-vous nommer la ville où est situé le site 'Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François' ?","Basse-Terre, 971"
Guadeloupe,"Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François","Où est situé 'Cathédrale Notre-Dame de Guadeloupe, ancienne église Saint-François' (Guadeloupe) ? Donnez uniquement le nom de la commune.","Basse-Terre, 971"
Guyane,Externat Saint-Joseph,Localisation de 'Externat Saint-Joseph' en Guyane : dans quelle commune se trouve-t-il précisément ?,rue Lalouette ; rue Arago
Guyane,Externat Saint-Joseph,"Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Externat Saint-Joseph' ?",rue Lalouette ; rue Arago
Guyane,Externat Saint-Joseph,Où est situé 'Externat Saint-Joseph' (Guyane) ? Donnez uniquement le nom de la commune.,rue Lalouette ; rue Arago
Mayotte,Ancienne sucrerie de Soulou,Le site 'Ancienne sucrerie de Soulou' est-il un musée ou un monument historique ?,Monument historique
Mayotte,Ancienne sucrerie de Soulou,Quelle est la classification officielle de 'Ancienne sucrerie de Soulou' en Mayotte ?,Monument historique
Mayotte,Ancienne sucrerie de Soulou,'Ancienne sucrerie de Soulou' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Martinique,Hôtel de ville,Localisation de 'Hôtel de ville' en Martinique : dans quelle commune se trouve-t-il précisément ?,"Le François, 972"
Martinique,Hôtel de ville,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Hôtel de ville' ?","Le François, 972"
Martinique,Hôtel de ville,Où est situé 'Hôtel de ville' (Martinique) ? Donnez uniquement le nom de la commune.,"Le François, 972"
Grand Est,Chapelle Saint-Jean,Le site 'Chapelle Saint-Jean' est-il un musée ou un monument historique ?,Monument historique
Grand Est,Chapelle Saint-Jean,Quelle est la classification officielle de 'Chapelle Saint-Jean' en Grand Est ?,Monument historique
Grand Est,Chapelle Saint-Jean,'Chapelle Saint-Jean' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Mayotte,Ancien Tribunal,Localisation de 'Ancien Tribunal' en Mayotte : dans quelle commune se trouve-t-il précisément ?,"Mamoudzou, 976"
Mayotte,Ancien Tribunal,"Concernant le patrimoine de la région Mayotte, pouvez-vous nommer la ville où est situé le site 'Ancien Tribunal' ?","Mamoudzou, 976"
Mayotte,Ancien Tribunal,Où est situé 'Ancien Tribunal' (Mayotte) ? Donnez uniquement le nom de la commune.,"Mamoudzou, 976"
Provence-Alpes-Côte d'Azur,"Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie","Le site 'Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie' est-il un musée ou un monument historique ?",Monument historique
Provence-Alpes-Côte d'Azur,"Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie","Quelle est la classification officielle de 'Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie' en Provence-Alpes-Côte d'Azur ?",Monument historique
Provence-Alpes-Côte d'Azur,"Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie","'Prise d'eau de Saint-Jean-la-Rivière, ouvrage de tête du canal de la Vésubie' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Martinique,Habitation sucrerie,Localisation de 'Habitation sucrerie' en Martinique : dans quelle commune se trouve-t-il précisément ?,Anses-d'Arlet (Les)
Martinique,Habitation sucrerie,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Habitation sucrerie' ?",Anses-d'Arlet (Les)
Martinique,Habitation sucrerie,Où est situé 'Habitation sucrerie' (Martinique) ? Donnez uniquement le nom de la commune.,Anses-d'Arlet (Les)
Normandie,Eglise de la Trinité,Le site 'Eglise de la Trinité' est-il un musée ou un monument historique ?,Monument historique
Normandie,Eglise de la Trinité,Quelle est la classification officielle de 'Eglise de la Trinité' en Normandie ?,Monument historique
Normandie,Eglise de la Trinité,'Eglise de la Trinité' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bourgogne-Franche-Comté,Château de Roche,Quel est le numéro de département pour le site 'Château de Roche' en Bourgogne-Franche-Comté ?,25
Bourgogne-Franche-Comté,Château de Roche,A quel code départemental est rattaché le lieu 'Château de Roche' ?,25
Bourgogne-Franche-Comté,Château de Roche,Donnez le numéro de département correspondant à : Château de Roche (Bourgogne-Franche-Comté).,25
Corse,Monument torréen de Foce,Localisation de 'Monument torréen de Foce' en Corse : dans quelle commune se trouve-t-il précisément ?,Argiusta-Moriccio
Corse,Monument torréen de Foce,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Monument torréen de Foce' ?",Argiusta-Moriccio
Corse,Monument torréen de Foce,Où est situé 'Monument torréen de Foce' (Corse) ? Donnez uniquement le nom de la commune.,Argiusta-Moriccio
Guyane,Sous-préfecture,Localisation de 'Sous-préfecture' en Guyane : dans quelle commune se trouve-t-il précisément ?,"Saint-Laurent-du-Maroni, 973"
Guyane,Sous-préfecture,"Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Sous-préfecture' ?","Saint-Laurent-du-Maroni, 973"
Guyane,Sous-préfecture,Où est situé 'Sous-préfecture' (Guyane) ? Donnez uniquement le nom de la commune.,"Saint-Laurent-du-Maroni, 973"
Corse,Eglise paroissiale,Localisation de 'Eglise paroissiale' en Corse : dans quelle commune se trouve-t-il précisément ?,Quenza
Corse,Eglise paroissiale,"Concernant le patrimoine de la région Corse, pouvez-vous nommer la ville où est situé le site 'Eglise paroissiale' ?",Quenza
Corse,Eglise paroissiale,Où est situé 'Eglise paroissiale' (Corse) ? Donnez uniquement le nom de la commune.,Quenza
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,Localisation de 'Hôpital anglais ou Hertford British Hospital Corporation' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,Levallois-Perret
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Hôpital anglais ou Hertford British Hospital Corporation' ?",Levallois-Perret
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,Où est situé 'Hôpital anglais ou Hertford British Hospital Corporation' (Île-de-France) ? Donnez uniquement le nom de la commune.,Levallois-Perret
Grand Est,Abbaye d'Autrey,Localisation de 'Abbaye d'Autrey' en Grand Est : dans quelle commune se trouve-t-il précisément ?,Riquewihr
Grand Est,Abbaye d'Autrey,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Abbaye d'Autrey' ?",Riquewihr
Grand Est,Abbaye d'Autrey,Où est situé 'Abbaye d'Autrey' (Grand Est) ? Donnez uniquement le nom de la commune.,Riquewihr
Pays de la Loire,Château de la Berrière,Le site 'Château de la Berrière' est-il un musée ou un monument historique ?,Monument historique
Pays de la Loire,Château de la Berrière,Quelle est la classification officielle de 'Château de la Berrière' en Pays de la Loire ?,Monument historique
Pays de la Loire,Château de la Berrière,'Château de la Berrière' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Guyane,Roches gravées de Palulu,Quel est le numéro de département pour le site 'Roches gravées de Palulu' en Guyane ?,973
Guyane,Roches gravées de Palulu,A quel code départemental est rattaché le lieu 'Roches gravées de Palulu' ?,973
Guyane,Roches gravées de Palulu,Donnez le numéro de département correspondant à : Roches gravées de Palulu (Guyane).,973
Nouvelle-Aquitaine,Cimetière,Localisation de 'Cimetière' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Oradour-sur-Glane
Nouvelle-Aquitaine,Cimetière,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Cimetière' ?",Oradour-sur-Glane
Nouvelle-Aquitaine,Cimetière,Où est situé 'Cimetière' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Oradour-sur-Glane
Hauts-de-France,Ancienne abbaye,Localisation de 'Ancienne abbaye' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,Longpont
Hauts-de-France,Ancienne abbaye,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Ancienne abbaye' ?",Longpont
Hauts-de-France,Ancienne abbaye,Où est situé 'Ancienne abbaye' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,Longpont
Auvergne-Rhône-Alpes,Château des Echardons,Localisation de 'Château des Echardons' en Auvergne-Rhône-Alpes : dans quelle commune se trouve-t-il précisément ?,"Agonges, 03"
Auvergne-Rhône-Alpes,Château des Echardons,"Concernant le patrimoine de la région Auvergne-Rhône-Alpes, pouvez-vous nommer la ville où est situé le site 'Château des Echardons' ?","Agonges, 03"
Auvergne-Rhône-Alpes,Château des Echardons,Où est situé 'Château des Echardons' (Auvergne-Rhône-Alpes) ? Donnez uniquement le nom de la commune.,"Agonges, 03"
Grand Est,Banc-reposoir dit banc du Roi de Rome,Localisation de 'Banc-reposoir dit banc du Roi de Rome' en Grand Est : dans quelle commune se trouve-t-il précisément ?,C.D. 888
Grand Est,Banc-reposoir dit banc du Roi de Rome,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Banc-reposoir dit banc du Roi de Rome' ?",C.D. 888
Grand Est,Banc-reposoir dit banc du Roi de Rome,Où est situé 'Banc-reposoir dit banc du Roi de Rome' (Grand Est) ? Donnez uniquement le nom de la commune.,C.D. 888
Grand Est,Maison de l'Apothicaire (ancienne),Localisation de 'Maison de l'Apothicaire (ancienne)' en Grand Est : dans quelle commune se trouve-t-il précisément ?,"Toul, 54"
Grand Est,Maison de l'Apothicaire (ancienne),"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Maison de l'Apothicaire (ancienne)' ?","Toul, 54"
Grand Est,Maison de l'Apothicaire (ancienne),Où est situé 'Maison de l'Apothicaire (ancienne)' (Grand Est) ? Donnez uniquement le nom de la commune.,"Toul, 54"
Normandie,Manoir de Donville,Localisation de 'Manoir de Donville' en Normandie : dans quelle commune se trouve-t-il précisément ?,Méautis
Normandie,Manoir de Donville,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Manoir de Donville' ?",Méautis
Normandie,Manoir de Donville,Où est situé 'Manoir de Donville' (Normandie) ? Donnez uniquement le nom de la commune.,Méautis
Guyane,Eglise Saint-Antoine de Padoue,Localisation de 'Eglise Saint-Antoine de Padoue' en Guyane : dans quelle commune se trouve-t-il précisément ?,"Saül, 973"
Guyane,Eglise Saint-Antoine de Padoue,"Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Antoine de Padoue' ?","Saül, 973"
Guyane,Eglise Saint-Antoine de Padoue,Où est situé 'Eglise Saint-Antoine de Padoue' (Guyane) ? Donnez uniquement le nom de la commune.,"Saül, 973"
Nouvelle-Aquitaine,Eglise Saint-Julien,Localisation de 'Eglise Saint-Julien' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Rochechouart
Nouvelle-Aquitaine,Eglise Saint-Julien,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Julien' ?",Rochechouart
Nouvelle-Aquitaine,Eglise Saint-Julien,Où est situé 'Eglise Saint-Julien' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Rochechouart
Guadeloupe,"Ancienne bibliothèque Mortenol, actuellement école maternelle","Quel est le numéro de département pour le site 'Ancienne bibliothèque Mortenol, actuellement école maternelle' en Guadeloupe ?",971
Guadeloupe,"Ancienne bibliothèque Mortenol, actuellement école maternelle","A quel code départemental est rattaché le lieu 'Ancienne bibliothèque Mortenol, actuellement école maternelle' ?",971
Guadeloupe,"Ancienne bibliothèque Mortenol, actuellement école maternelle","Donnez le numéro de département correspondant à : Ancienne bibliothèque Mortenol, actuellement école maternelle (Guadeloupe).",971
Guyane,Maison Bradin,Localisation de 'Maison Bradin' en Guyane : dans quelle commune se trouve-t-il précisément ?,56 rue Schoelcher
Guyane,Maison Bradin,"Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Maison Bradin' ?",56 rue Schoelcher
Guyane,Maison Bradin,Où est situé 'Maison Bradin' (Guyane) ? Donnez uniquement le nom de la commune.,56 rue Schoelcher
Bourgogne-Franche-Comté,Eglise Saint-Julien,Le site 'Eglise Saint-Julien' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Eglise Saint-Julien,Quelle est la classification officielle de 'Eglise Saint-Julien' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Eglise Saint-Julien,'Eglise Saint-Julien' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
La Réunion,"Cheminée dite de ""Ravine Creuse""","Quel est le numéro de département pour le site 'Cheminée dite de ""Ravine Creuse""' en La Réunion ?",974
La Réunion,"Cheminée dite de ""Ravine Creuse""","A quel code départemental est rattaché le lieu 'Cheminée dite de ""Ravine Creuse""' ?",974
La Réunion,"Cheminée dite de ""Ravine Creuse""","Donnez le numéro de département correspondant à : Cheminée dite de ""Ravine Creuse"" (La Réunion).",974
Auvergne-Rhône-Alpes,musée Henri Malartre,Quel est le numéro de département pour le site 'musée Henri Malartre' en Auvergne-Rhône-Alpes ?,Rhône
Auvergne-Rhône-Alpes,musée Henri Malartre,A quel code départemental est rattaché le lieu 'musée Henri Malartre' ?,Rhône
Auvergne-Rhône-Alpes,musée Henri Malartre,Donnez le numéro de département correspondant à : musée Henri Malartre (Auvergne-Rhône-Alpes).,Rhône
Normandie,Ancien hôtel Duquesnoy-du-Thon,Quel est le numéro de département pour le site 'Ancien hôtel Duquesnoy-du-Thon' en Normandie ?,14
Normandie,Ancien hôtel Duquesnoy-du-Thon,A quel code départemental est rattaché le lieu 'Ancien hôtel Duquesnoy-du-Thon' ?,14
Normandie,Ancien hôtel Duquesnoy-du-Thon,Donnez le numéro de département correspondant à : Ancien hôtel Duquesnoy-du-Thon (Normandie).,14
La Réunion,"Maison Fourcade, à La Montagne","Le site 'Maison Fourcade, à La Montagne' est-il un musée ou un monument historique ?",Monument historique
La Réunion,"Maison Fourcade, à La Montagne","Quelle est la classification officielle de 'Maison Fourcade, à La Montagne' en La Réunion ?",Monument historique
La Réunion,"Maison Fourcade, à La Montagne","'Maison Fourcade, à La Montagne' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.",Monument historique
Auvergne-Rhône-Alpes,Haras national d'Annecy,Localisation de 'Haras national d'Annecy' en Auvergne-Rhône-Alpes : dans quelle commune se trouve-t-il précisément ?,6 boulevard du Lycée
Auvergne-Rhône-Alpes,Haras national d'Annecy,"Concernant le patrimoine de la région Auvergne-Rhône-Alpes, pouvez-vous nommer la ville où est situé le site 'Haras national d'Annecy' ?",6 boulevard du Lycée
Auvergne-Rhône-Alpes,Haras national d'Annecy,Où est situé 'Haras national d'Annecy' (Auvergne-Rhône-Alpes) ? Donnez uniquement le nom de la commune.,6 boulevard du Lycée
Normandie,Eglise Saint-Michel-de-Vaucelles,Le site 'Eglise Saint-Michel-de-Vaucelles' est-il un musée ou un monument historique ?,Monument historique
Normandie,Eglise Saint-Michel-de-Vaucelles,Quelle est la classification officielle de 'Eglise Saint-Michel-de-Vaucelles' en Normandie ?,Monument historique
Normandie,Eglise Saint-Michel-de-Vaucelles,'Eglise Saint-Michel-de-Vaucelles' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Guadeloupe,Phare de l'îlet de Petite-Terre,Quel est le numéro de département pour le site 'Phare de l'îlet de Petite-Terre' en Guadeloupe ?,971
Guadeloupe,Phare de l'îlet de Petite-Terre,A quel code départemental est rattaché le lieu 'Phare de l'îlet de Petite-Terre' ?,971
Guadeloupe,Phare de l'îlet de Petite-Terre,Donnez le numéro de département correspondant à : Phare de l'îlet de Petite-Terre (Guadeloupe).,971
Auvergne-Rhône-Alpes,Château de Caillac,Localisation de 'Château de Caillac' en Auvergne-Rhône-Alpes : dans quelle commune se trouve-t-il précisément ?,Vézac
Auvergne-Rhône-Alpes,Château de Caillac,"Concernant le patrimoine de la région Auvergne-Rhône-Alpes, pouvez-vous nommer la ville où est situé le site 'Château de Caillac' ?",Vézac
Auvergne-Rhône-Alpes,Château de Caillac,Où est situé 'Château de Caillac' (Auvergne-Rhône-Alpes) ? Donnez uniquement le nom de la commune.,Vézac
Guyane,Presbytère d'Iracoubo,Le site 'Presbytère d'Iracoubo' est-il un musée ou un monument historique ?,Monument historique
Guyane,Presbytère d'Iracoubo,Quelle est la classification officielle de 'Presbytère d'Iracoubo' en Guyane ?,Monument historique
Guyane,Presbytère d'Iracoubo,'Presbytère d'Iracoubo' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Guadeloupe,Maison Coquille ou maison Turlet,Quel est le numéro de département pour le site 'Maison Coquille ou maison Turlet' en Guadeloupe ?,971
Guadeloupe,Maison Coquille ou maison Turlet,A quel code départemental est rattaché le lieu 'Maison Coquille ou maison Turlet' ?,971
Guadeloupe,Maison Coquille ou maison Turlet,Donnez le numéro de département correspondant à : Maison Coquille ou maison Turlet (Guadeloupe).,971
Pays de la Loire,Château de Gatine,Localisation de 'Château de Gatine' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?,Fougeré
Pays de la Loire,Château de Gatine,"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Château de Gatine' ?",Fougeré
Pays de la Loire,Château de Gatine,Où est situé 'Château de Gatine' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,Fougeré
Normandie,Manoir d'Ecajeul dit aussi Fort Basseville,Localisation de 'Manoir d'Ecajeul dit aussi Fort Basseville' en Normandie : dans quelle commune se trouve-t-il précisément ?,Le Mesnil-Mauger
Normandie,Manoir d'Ecajeul dit aussi Fort Basseville,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Manoir d'Ecajeul dit aussi Fort Basseville' ?",Le Mesnil-Mauger
Normandie,Manoir d'Ecajeul dit aussi Fort Basseville,Où est situé 'Manoir d'Ecajeul dit aussi Fort Basseville' (Normandie) ? Donnez uniquement le nom de la commune.,Le Mesnil-Mauger
Auvergne-Rhône-Alpes,Hôtel de Coursac,Quel est le numéro de département pour le site 'Hôtel de Coursac' en Auvergne-Rhône-Alpes ?,26
Auvergne-Rhône-Alpes,Hôtel de Coursac,A quel code départemental est rattaché le lieu 'Hôtel de Coursac' ?,26
Auvergne-Rhône-Alpes,Hôtel de Coursac,Donnez le numéro de département correspondant à : Hôtel de Coursac (Auvergne-Rhône-Alpes).,26
Normandie,Ensemble des ruines du château de Montfort,Le site 'Ensemble des ruines du château de Montfort' est-il un musée ou un monument historique ?,Monument historique
Normandie,Ensemble des ruines du château de Montfort,Quelle est la classification officielle de 'Ensemble des ruines du château de Montfort' en Normandie ?,Monument historique
Normandie,Ensemble des ruines du château de Montfort,'Ensemble des ruines du château de Montfort' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Guadeloupe,Habitation Mamiel,Localisation de 'Habitation Mamiel' en Guadeloupe : dans quelle commune se trouve-t-il précisément ?,"Les Abymes, 971"
Guadeloupe,Habitation Mamiel,"Concernant le patrimoine de la région Guadeloupe, pouvez-vous nommer la ville où est situé le site 'Habitation Mamiel' ?","Les Abymes, 971"
Guadeloupe,Habitation Mamiel,Où est situé 'Habitation Mamiel' (Guadeloupe) ? Donnez uniquement le nom de la commune.,"Les Abymes, 971"
Mayotte,Ancien hôpital de Dzaoudzi,Localisation de 'Ancien hôpital de Dzaoudzi' en Mayotte : dans quelle commune se trouve-t-il précisément ?,Dzaoudzi-Labattoir ; rocher de Dzaoudzi ; 2 rue de l'Hôpital
Mayotte,Ancien hôpital de Dzaoudzi,"Concernant le patrimoine de la région Mayotte, pouvez-vous nommer la ville où est situé le site 'Ancien hôpital de Dzaoudzi' ?",Dzaoudzi-Labattoir ; rocher de Dzaoudzi ; 2 rue de l'Hôpital
Mayotte,Ancien hôpital de Dzaoudzi,Où est situé 'Ancien hôpital de Dzaoudzi' (Mayotte) ? Donnez uniquement le nom de la commune.,Dzaoudzi-Labattoir ; rocher de Dzaoudzi ; 2 rue de l'Hôpital
Nouvelle-Aquitaine,Eglise Saint-Martin,Localisation de 'Eglise Saint-Martin' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Landiras
Nouvelle-Aquitaine,Eglise Saint-Martin,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Martin' ?",Landiras
Nouvelle-Aquitaine,Eglise Saint-Martin,Où est situé 'Eglise Saint-Martin' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Landiras
Pays de la Loire,Maison ou ancienne maison Trochon,Le site 'Maison ou ancienne maison Trochon' est-il un musée ou un monument historique ?,Monument historique
Pays de la Loire,Maison ou ancienne maison Trochon,Quelle est la classification officielle de 'Maison ou ancienne maison Trochon' en Pays de la Loire ?,Monument historique
Pays de la Loire,Maison ou ancienne maison Trochon,'Maison ou ancienne maison Trochon' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
